나이,성별,측정항목,평균,표준편차,최소값,최대값,샘플수
61,M,vo2max,116.65384615384616,20.645468864024004,73.0,165.0,26
62,F,grip_right,21.410000000000004,3.8426500746177235,13.8,31.2,100
62,F,shuttle_run,28.376923076923074,2.084527862672123,24.0,31.7,13
62,F,sit_up,13.763157894736842,10.018474163334629,0.0,34.0,76
62,F,vo2max,110.80392156862744,18.509478229105365,73.0,151.0,51
62,M,grip_right,22.803157894736838,4.382616837820123,13.9,32.0,95
62,M,shuttle_run,34.37916666666667,2.051929985810107,30.8,38.7,24
62,M,sit_up,27.21917808219178,8.180679432769333,1.0,44.0,73
62,M,vo2max,112.91891891891892,19.205581333413324,77.0,158.0,37
63,F,grip_right,21.628235294117644,4.815169773120942,13.5,33.2,85
63,F,shuttle_run,27.68666666666667,1.2927637430087897,25.7,29.7,15
63,F,sit_up,12.433333333333334,8.005012553937725,0.0,31.0,60
63,F,vo2max,114.07142857142857,19.23909709791125,83.0,152.0,28
63,M,grip_right,21.752631578947373,4.613528720669133,13.8,29.2,95
63,M,shuttle_run,35.17619047619047,2.825226497451976,31.2,41.3,21
63,M,sit_up,28.59375,6.814361002545717,14.0,50.0,64
63,M,vo2max,113.84615384615384,15.330211499368971,84.0,142.0,26
64,F,grip_right,21.24468085106383,4.536675326197401,13.4,37.4,94
64,F,shuttle_run,27.02,2.931362974605651,20.4,30.0,10
64,F,sit_up,13.344262295081966,9.877390421060344,0.0,34.0,61
64,F,vo2max,111.56756756756756,16.515212752255184,80.0,152.0,37
64,M,grip_right,22.00857142857143,4.5398685656532605,13.6,32.4,105
64,M,shuttle_run,33.74230769230769,2.854774677892891,25.8,39.4,26
64,M,sit_up,25.41891891891892,8.910524417260529,1.0,46.0,74
64,M,vo2max,109.2,17.798488893626665,62.0,145.0,30
65,F,grip_right,22.022429906542058,4.317631872131772,13.5,32.4,107
65,F,sit_and_reach,21.737963414634148,3.515045350128473,15.63,40.0,82
65,F,standing_long_jump,5.222524390243903,0.7733558142583234,3.54,9.1,82
65,M,grip_right,23.08858695652174,4.386483232712418,13.0,32.7,184
65,M,sit_and_reach,19.666060402684565,3.1823259877443117,14.78,44.75,149
65,M,standing_long_jump,4.7577852348993295,0.6062777947237663,3.31,7.53,149
66,F,grip_right,21.37282608695652,5.021144374200441,12.5,31.2,92
66,F,sit_and_reach,21.69976271186441,3.3838603457109864,13.19,31.02,59
66,F,standing_long_jump,5.272694915254237,0.7254733830103336,3.93,7.59,59
66,M,grip_right,22.799999999999997,4.402256687833892,12.9,31.4,148
66,M,sit_and_reach,19.735118181818176,3.2345940338605974,14.95,35.642,110
66,M,standing_long_jump,4.805272727272727,0.686494497850966,3.64,7.18,110
67,F,grip_right,20.78796296296296,4.220925123217859,12.9,32.2,108
67,F,sit_and_reach,21.770042857142858,3.472611039681705,15.85,31.1,70
67,F,standing_long_jump,5.338385714285715,0.7387567365073499,4.14,7.7,70
67,M,grip_right,22.89530201342282,4.380274204215707,13.7,32.8,149
67,M,sit_and_reach,19.994608695652172,2.9569470051307634,14.66,35.91,115
67,M,standing_long_jump,4.887043478260869,0.6757334857080074,3.59,8.17,115
68,F,grip_right,20.52393162393162,4.640463888312534,11.9,32.0,117
68,F,sit_and_reach,21.72147692307692,2.938951461127826,15.64,28.09,65
68,F,standing_long_jump,5.305892307692307,0.7751254761947602,4.1,7.25,65
68,M,grip_right,22.170588235294115,4.852290169389623,13.7,34.7,85
68,M,sit_and_reach,19.67331666666667,2.4958946121524748,14.78,25.67,60
68,M,standing_long_jump,4.858066666666667,0.5861056729694787,3.7,6.22,60
69,F,grip_right,20.90705882352941,4.36901395204516,14.2,33.1,85
69,F,sit_and_reach,23.41692452830189,6.7559659129743554,16.915,62.81,53
69,F,standing_long_jump,5.700867924528301,1.6098462066743167,4.0,15.06,53
69,M,grip_right,21.432999999999996,4.872144177760844,14.0,31.4,100
69,M,sit_and_reach,21.275033333333333,3.8245824053275728,13.84,37.31,60
69,M,standing_long_jump,5.059499999999999,0.8742016697090172,3.63,8.43,60
70,F,grip_right,21.252173913043475,4.817694368485094,11.9,31.9,69
70,F,sit_and_reach,24.542933333333334,5.683695498369157,17.8,47.58,45
70,F,standing_long_jump,6.0646,1.2479433699272795,4.37,11.58,45
70,M,grip_right,21.759405940594068,5.094490714837388,12.8,39.7,101
70,M,sit_and_reach,21.053828125,3.0846026090412946,16.333,33.57,64
70,M,standing_long_jump,5.101875000000001,0.8166576773071823,4.06,8.6,64
71,F,grip_right,20.871000000000002,4.9901983726080275,12.7,31.4,100
71,F,sit_and_reach,23.964203703703703,5.877306909196736,16.17,48.5,54
71,F,standing_long_jump,5.855851851851851,1.507445301206177,3.86,13.0,54
71,M,grip_right,20.78481012658228,5.073235163836626,12.2,30.4,79
71,M,sit_and_reach,20.70548888888889,2.7420087578785792,15.59,27.534,45
71,M,standing_long_jump,5.057377777777778,0.6451490415854199,4.01,7.04,45
72,F,grip_right,21.22244897959184,4.6053203345661,13.9,33.2,98
72,F,sit_and_reach,25.056362068965516,6.383357645590481,17.9,58.93,58
72,F,standing_long_jump,6.084948275862069,1.6970887396539207,4.13,14.56,58
72,M,grip_right,21.195652173913043,4.460339679149375,13.5,32.3,115
72,M,sit_and_reach,21.804506849315068,4.64344981943887,15.81,34.37,73
72,M,standing_long_jump,5.281095890410959,1.1075904423113911,3.81,8.399,73
73,F,grip_right,21.70675675675676,5.355584234046499,13.3,39.2,74
73,F,sit_and_reach,27.512261904761907,6.008582703139284,19.63,50.74,42
73,F,standing_long_jump,6.742790697674419,2.331735839793623,4.42,18.17,43
73,M,grip_right,19.275362318840575,4.522245856583074,13.1,30.8,69
73,M,sit_and_reach,22.665384615384614,3.970322133801468,16.54,32.19,26
73,M,standing_long_jump,5.392038461538461,1.0694847537302898,3.5,7.85,26
74,F,grip_right,20.592,4.612754351003606,13.5,30.0,75
74,F,sit_and_reach,27.78666666666667,6.746693667167386,18.16,52.1,39
74,F,standing_long_jump,6.462051282051282,1.5070277116286661,4.19,12.79,39
74,M,grip_right,20.004225352112673,4.761615470756546,13.5,33.3,71
74,M,sit_and_reach,22.119812500000002,4.117611877850182,17.1,39.07,32
74,M,standing_long_jump,5.3434375,0.9638920076540498,3.84,9.06,32
75,F,grip_right,19.866666666666667,4.849377884167598,12.2,28.7,84
75,F,sit_and_reach,28.66652631578947,7.232401218902382,19.31,52.88,38
75,F,standing_long_jump,6.86407894736842,1.7311671485739224,4.56,12.32,38
75,M,grip_right,20.14607843137255,4.836242538870204,13.5,32.5,102
75,M,sit_and_reach,23.227975,4.339360170770187,18.3,39.97,40
75,M,standing_long_jump,5.543974999999999,1.0394311680939379,4.12,9.03,40
76,F,grip_right,24.78974358974359,2.6944186827192937,19.9,31.7,39
76,F,sit_and_reach,29.52158974358974,7.582527202366562,17.28,54.11,39
76,F,standing_long_jump,6.778435897435898,1.4915315829334588,4.43,11.52,39
76,M,grip_right,23.87741935483871,3.190267457692678,14.6,33.1,31
76,M,sit_and_reach,23.891000000000002,4.551328983631196,18.39,39.39,30
76,M,standing_long_jump,5.821999999999999,1.1698670717296222,4.15,9.37,30
77,F,grip_right,24.682857142857145,3.116888127064983,16.7,30.0,35
77,F,sit_and_reach,29.482857142857146,7.324575836515992,18.27,48.95,35
77,F,standing_long_jump,7.195428571428571,1.9577010870453353,4.53,14.48,35
77,M,grip_right,24.676923076923075,2.400053418208939,20.4,28.8,13
77,M,sit_and_reach,26.49923076923077,7.461834516992076,17.06,43.52,13
77,M,standing_long_jump,5.823076923076925,1.20726539898638,3.43,7.54,13
78,F,grip_right,24.56,3.0991975801851743,20.0,35.2,40
78,F,sit_and_reach,31.552099999999996,8.473838202796859,21.5,68.97,40
78,F,standing_long_jump,7.80985,2.652474737548566,5.2,22.46,40
78,M,grip_right,24.205555555555556,2.2105288752913252,20.3,28.6,18
78,M,sit_and_reach,26.53944444444444,6.3511068717769215,18.53,38.78,18
78,M,standing_long_jump,6.274444444444445,1.6556932872479457,4.3,9.15,18
79,F,grip_right,24.21904761904762,3.7828057110587965,13.1,30.2,21
79,F,sit_and_reach,33.496449999999996,7.476352153536123,22.59,51.88,20
79,F,standing_long_jump,7.699999999999998,1.2975969693001146,6.06,10.25,20
79,M,grip_right,24.475000000000005,4.729429141027488,14.7,29.5,12
79,M,sit_and_reach,23.993333333333336,3.1861984567915105,19.12,30.06,12
79,M,standing_long_jump,5.766666666666666,0.8734813661262024,4.4,6.9,12
80,F,grip_right,23.54705882352941,3.1211211221007638,15.6,28.0,17
80,F,sit_and_reach,31.978235294117646,7.044663082162018,16.81,44.61,17
80,F,standing_long_jump,7.748470588235295,1.8528706821324261,3.87,11.5,17
80,M,grip_right,23.838461538461537,1.5824761512360206,21.3,26.5,13
80,M,sit_and_reach,26.139384615384618,5.441764259540306,19.47,37.75,13
80,M,standing_long_jump,6.276153846153846,1.2754054156851358,4.8,9.53,13
81,F,grip_right,25.26153846153846,3.5113617783506066,18.5,32.4,26
81,F,sit_and_reach,31.339520000000004,6.113901060425059,20.97,47.94,25
81,F,standing_long_jump,7.523759999999999,1.7264451984738274,5.12,12.6,25
81,M,grip_right,23.316666666666666,3.7067902716025167,15.5,30.7,18
81,M,sit_and_reach,28.7726875,8.454803106075268,21.48,54.7,16
81,M,standing_long_jump,6.45425,1.3919735390205281,3.9,9.4,16
82,F,grip_right,24.929166666666664,3.014959681995428,20.0,32.6,24
82,F,sit_and_reach,33.69083333333333,8.321800555934612,24.94,65.6,24
82,F,standing_long_jump,7.913666666666667,2.108800084669348,5.06,13.56,24
82,M,grip_right,25.645454545454548,2.7156449091748485,20.7,30.5,11
82,M,sit_and_reach,29.793636363636367,7.12076157826854,22.69,47.02,11
82,M,standing_long_jump,7.363454545454545,2.398927108673224,5.35,12.32,11
83,F,grip_right,24.68421052631579,2.8779358262273744,18.8,30.4,19
83,F,sit_and_reach,31.832000000000004,5.6574783153706285,24.1,41.5,19
83,F,standing_long_jump,7.337157894736842,1.4475773348429013,4.66,9.78,19
83,M,grip_right,23.56,2.7492221122023266,20.5,28.0,10
83,M,sit_and_reach,30.434000000000005,9.017160430103381,22.21,45.37,10
83,M,standing_long_jump,7.136,2.432608111106724,5.08,12.16,10
84,F,grip_right,24.44705882352941,3.818232190271243,17.3,31.7,17
84,F,sit_and_reach,37.702,13.549721786811713,26.8,74.35,17
84,F,standing_long_jump,9.206529411764706,4.328724669542506,6.0,20.68,17
86,F,grip_right,24.79,2.256570652807288,20.1,28.3,10
86,F,sit_and_reach,40.28099999999999,10.996800999482632,26.71,62.5,10
86,F,standing_long_jump,8.712,2.275892010716775,5.34,13.44,10
